	d	j	v	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency	frequency
IGHV4-1*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA
IGHV4-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	120.0	467.0	7171.0	797.0	5308.0	119.0	670.0	450.0	3294.0	204.0	303.0	334.0	177.0	237.0
IGHV4-1*01__________NA__________IGHJ2-2*01	NA	NA	NA	37.0	261.0	49.0	274.0	141.0	139.0	763.0	377.0	183.0	110.0	217.0	169.0	113.0	143.0
IGHV4-1*01__________NA__________IGHJ2-3*01	NA	NA	NA	9.0	26.0	8.0	18.0	60.0	3.0	105.0	55.0	66.0	26.0	61.0	20.0	36.0	8.0
IGHV4-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	40.0	389.0	51.0	379.0	196.0	86.0	1034.0	425.0	293.0	160.0	263.0	1767.0	187.0	273.0
IGHV4-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	30.0	439.0	18.0	229.0	121.0	28.0	413.0	254.0	152.0	146.0	320.0	46.0	52.0	83.0
IGHV4-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV4-2*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
IGHV4-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV4-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV4-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	18.0	39.0	14.0	14.0	23.0	7.0	67.0	51.0	42.0	8.0	25.0	245.0	37.0	9.0
IGHV4-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	1.0	15.0	2.0	1.0	21.0	NA	23.0	27.0	13.0	2.0	18.0	15.0	16.0	NA
IGHV4-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	2.0	22.0	7.0	5.0	21.0	NA	64.0	28.0	26.0	2.0	12.0	39.0	29.0	51.0
IGHV4-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	15.0	16.0	5.0	3.0	11.0	3.0	15.0	7.0	12.0	NA	12.0	15.0	15.0	1.0
IGHV4-3*01__________IGHD2-1*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV4-3*01__________IGHD2-1*01__________IGHJ2-4*01	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV4-3*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV4-3*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	4.0	2.0	6.0	NA	NA	NA	NA	NA	5.0	NA	NA	1.0	2.0	NA
IGHV4-3*01__________IGHD2-4*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV4-3*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	2.0	NA
IGHV4-3*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	13.0	21.0	22.0	NA	20.0	NA	NA	NA	3.0	2.0	6.0	28.0	22.0	4.0
IGHV4-3*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA
IGHV4-3*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	12.0	8.0	3.0	NA	25.0	NA	NA	NA	24.0	1.0	1.0	4.0	44.0	2.0
IGHV4-3*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA
IGHV4-3*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV4-3*01__________NA__________IGHJ2-1*01	NA	NA	NA	1377.0	875.0	915.0	17.0	595.0	2.0	NA	NA	283.0	285.0	1097.0	1164.0	923.0	145.0
IGHV4-3*01__________NA__________IGHJ2-2*01	NA	NA	NA	273.0	457.0	394.0	NA	3989.0	NA	NA	NA	47.0	2402.0	104.0	291.0	585.0	39.0
IGHV4-3*01__________NA__________IGHJ2-3*01	NA	NA	NA	3.0	NA	12.0	NA	17.0	NA	NA	NA	NA	2.0	1.0	1.0	28.0	NA
IGHV4-3*01__________NA__________IGHJ2-4*01	NA	NA	NA	489.0	1909.0	537.0	2.0	424.0	NA	NA	NA	121.0	99.0	1716.0	503.0	2287.0	240.0
IGHV4-3*01__________NA__________IGHJ2-5*01	NA	NA	NA	2764.0	310.0	482.0	2.0	254.0	5.0	NA	NA	404.0	346.0	275.0	349.0	534.0	194.0
IGHV4-5*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	2.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	2.0
IGHV4-5*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	9.0	NA	1.0	1.0	NA	NA
IGHV4-5*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV4-5*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA
IGHV4-5*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV4-5*01__________NA__________IGHJ2-1*01	NA	NA	NA	45.0	36.0	33.0	157.0	28.0	41.0	6.0	11.0	61.0	31.0	68.0	467.0	96.0	2.0
IGHV4-5*01__________NA__________IGHJ2-2*01	NA	NA	NA	19.0	12.0	16.0	16.0	10.0	11.0	NA	1.0	14.0	410.0	27.0	150.0	46.0	4.0
IGHV4-5*01__________NA__________IGHJ2-3*01	NA	NA	NA	2.0	4.0	3.0	1.0	1.0	NA	NA	NA	4.0	1.0	18.0	36.0	8.0	NA
IGHV4-5*01__________NA__________IGHJ2-4*01	NA	NA	NA	106.0	14.0	22.0	71.0	12.0	3.0	4.0	6.0	54.0	3.0	53.0	108.0	87.0	33.0
IGHV4-5*01__________NA__________IGHJ2-5*01	NA	NA	NA	21.0	6.0	14.0	71.0	8.0	9.0	NA	7.0	25.0	8.0	433.0	67.0	53.0	3.0
IGHV4-6*01__________IGHD1-2*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA
IGHV4-6*01__________IGHD2-1*01__________IGHJ2-5*01	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV4-6*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	1.0	5.0	5.0	1.0	1.0	1.0	2.0	NA	73.0	14.0	99.0	NA
IGHV4-6*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
IGHV4-6*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	4.0	4.0	7.0	NA	6.0	NA	NA	NA	16.0	1.0	NA	15.0	19.0	NA
IGHV4-6*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	2.0	NA	NA	NA	2.0	NA	NA	NA	NA	4.0	NA	3.0	8.0	NA
IGHV4-6*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	2.0	1.0	5.0	NA
IGHV4-6*01__________NA__________IGHJ2-1*01	NA	NA	NA	365.0	492.0	385.0	529.0	540.0	111.0	400.0	305.0	669.0	1686.0	988.0	1409.0	945.0	305.0
IGHV4-6*01__________NA__________IGHJ2-2*01	NA	NA	NA	23.0	27.0	69.0	58.0	91.0	19.0	47.0	9.0	32.0	607.0	21.0	693.0	1357.0	1.0
IGHV4-6*01__________NA__________IGHJ2-3*01	NA	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	37.0	NA	NA	NA	NA	2.0	NA
IGHV4-6*01__________NA__________IGHJ2-4*01	NA	NA	NA	135.0	259.0	261.0	473.0	338.0	78.0	441.0	137.0	503.0	1068.0	390.0	357.0	563.0	507.0
IGHV4-6*01__________NA__________IGHJ2-5*01	NA	NA	NA	67.0	350.0	123.0	148.0	253.0	61.0	196.0	193.0	193.0	306.0	416.0	379.0	431.0	221.0
IGHV4-7*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA
IGHV4-7*01__________NA__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	37.0	NA	11.0	10.0	5.0	1.0	NA	1.0	11.0	2.0	NA
IGHV4-7*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	236.0	NA	18.0	18.0	8.0	4.0	1.0	NA	NA	1.0	1.0
IGHV4-7*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	1.0	NA	3.0	3.0	NA	NA	NA	NA	NA	NA	NA
IGHV4-7*01__________NA__________IGHJ2-4*01	NA	NA	NA	NA	1.0	NA	40.0	NA	6.0	9.0	7.0	NA	18.0	4.0	NA	NA	NA
IGHV4-7*01__________NA__________IGHJ2-5*01	NA	NA	NA	NA	1.0	NA	28.0	NA	NA	1.0	4.0	4.0	NA	4.0	NA	NA	NA
IGHV4-8*01__________IGHD1-2*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA
IGHV4-8*01__________IGHD2-1*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV4-8*01__________IGHD2-2*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0
IGHV4-8*01__________IGHD2-2*01__________IGHJ2-5*01	NA	NA	NA	NA	3.0	2.0	NA	NA	NA	11.0	NA	NA	NA	NA	NA	NA	NA
IGHV4-8*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	2.0	5.0	NA	3.0	NA	2.0	2.0	NA	NA	NA	42.0	NA	NA
IGHV4-8*01__________IGHD2-4*01__________IGHJ2-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA
IGHV4-8*01__________IGHD2-4*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.0	1.0	NA
IGHV4-8*01__________IGHD2-4*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
IGHV4-8*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	95.0	11.0	36.0	NA	6.0	NA	NA	NA	4.0	NA	6.0	3.0	19.0	1.0
IGHV4-8*01__________IGHD2-5*01__________IGHJ2-2*01	NA	NA	NA	NA	37.0	4.0	NA	6.0	NA	NA	NA	2.0	7.0	1.0	2.0	NA	NA
IGHV4-8*01__________IGHD2-5*01__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV4-8*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	2.0	2.0	3.0	NA	NA	NA	NA	NA	3.0	NA	1.0	13.0	3.0	NA
IGHV4-8*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	1.0	NA	7.0	NA	NA	NA	NA	NA	3.0	NA	3.0	1.0	2.0	NA
IGHV4-8*01__________NA__________IGHJ1-1*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV4-8*01__________NA__________IGHJ1-2*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV4-8*01__________NA__________IGHJ2-1*01	NA	NA	NA	419.0	760.0	486.0	NA	826.0	NA	1236.0	349.0	338.0	218.0	282.0	1169.0	428.0	2391.0
IGHV4-8*01__________NA__________IGHJ2-2*01	NA	NA	NA	209.0	369.0	234.0	NA	5686.0	NA	550.0	296.0	416.0	40.0	938.0	761.0	292.0	188.0
IGHV4-8*01__________NA__________IGHJ2-3*01	NA	NA	NA	4.0	23.0	3.0	NA	84.0	NA	16.0	18.0	39.0	4.0	8.0	28.0	29.0	3.0
IGHV4-8*01__________NA__________IGHJ2-4*01	NA	NA	NA	250.0	1004.0	218.0	NA	2131.0	NA	718.0	230.0	362.0	313.0	341.0	142.0	221.0	214.0
IGHV4-8*01__________NA__________IGHJ2-5*01	NA	NA	NA	499.0	361.0	220.0	NA	420.0	NA	621.0	159.0	271.0	765.0	587.0	2415.0	1292.0	240.0
IGHV4-9*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV4-9*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	1.0	NA
IGHV4-9*01__________NA__________IGHJ2-1*01	NA	NA	NA	15.0	48.0	43.0	NA	76.0	NA	141.0	59.0	37.0	48.0	15.0	28.0	56.0	5.0
IGHV4-9*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	10.0	3.0	NA	19.0	7.0	65.0	6.0	9.0	26.0	12.0	5.0	55.0	10.0
IGHV4-9*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV4-9*01__________NA__________IGHJ2-4*01	NA	NA	NA	2.0	27.0	3.0	NA	41.0	NA	62.0	37.0	39.0	16.0	18.0	11.0	34.0	11.0
IGHV4-9*01__________NA__________IGHJ2-5*01	NA	NA	NA	1.0	39.0	NA	NA	36.0	NA	261.0	11.0	12.0	2.0	115.0	11.0	58.0	7.0
IGHV5-1*01__________IGHD2-1*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
IGHV5-1*01__________IGHD2-2*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV5-1*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV5-1*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	5.0	NA	4.0	NA	NA	NA	3.0	NA	3.0	2.0	1.0	NA
IGHV5-1*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	1.0	28.0	6.0	NA	NA	NA	NA	NA	1.0	NA	1.0	3.0	1.0	NA
IGHV5-1*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	2.0	NA	NA	1.0	NA
IGHV5-1*01__________NA__________IGHJ2-1*01	NA	NA	NA	573.0	552.0	359.0	322.0	309.0	68.0	NA	1.0	226.0	117.0	200.0	487.0	261.0	134.0
IGHV5-1*01__________NA__________IGHJ2-2*01	NA	NA	NA	181.0	154.0	35.0	100.0	94.0	22.0	NA	NA	64.0	624.0	460.0	81.0	297.0	66.0
IGHV5-1*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA
IGHV5-1*01__________NA__________IGHJ2-4*01	NA	NA	NA	284.0	230.0	403.0	140.0	228.0	7.0	NA	NA	92.0	486.0	120.0	257.0	178.0	15.0
IGHV5-1*01__________NA__________IGHJ2-5*01	NA	NA	NA	136.0	115.0	59.0	37.0	52.0	1.0	NA	NA	51.0	16.0	38.0	125.0	141.0	17.0
IGHV5-2*01__________IGHD2-1*01__________IGHJ2-4*01	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV5-2*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	1.0	NA	NA	7.0	NA	NA	NA	NA	3.0	NA	NA	14.0	3.0	NA
IGHV5-2*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	12.0	NA	7.0	NA	NA	NA	NA	NA	2.0	NA	NA	3.0	1.0	NA
IGHV5-2*01__________IGHD2-5*01__________IGHJ2-4*01	NA	NA	NA	3.0	NA	NA	NA	2.0	NA	NA	NA	NA	NA	4.0	2.0	NA	NA
IGHV5-2*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGHV5-2*01__________NA__________IGHJ2-1*01	NA	NA	NA	138.0	53.0	203.0	503.0	84.0	6.0	NA	NA	100.0	67.0	89.0	152.0	113.0	22.0
IGHV5-2*01__________NA__________IGHJ2-2*01	NA	NA	NA	31.0	68.0	107.0	108.0	890.0	1.0	NA	NA	89.0	2.0	16.0	43.0	131.0	19.0
IGHV5-2*01__________NA__________IGHJ2-3*01	NA	NA	NA	6.0	NA	4.0	3.0	335.0	NA	NA	NA	NA	NA	NA	4.0	5.0	NA
IGHV5-2*01__________NA__________IGHJ2-4*01	NA	NA	NA	142.0	46.0	130.0	377.0	39.0	3.0	2.0	NA	40.0	2.0	39.0	295.0	68.0	21.0
IGHV5-2*01__________NA__________IGHJ2-5*01	NA	NA	NA	165.0	60.0	86.0	130.0	10.0	NA	NA	NA	18.0	6.0	25115.0	56.0	42.0	31.0
IGHV5-3*01__________IGHD2-4*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA
IGHV5-3*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	3.0	NA	NA	NA
IGHV5-3*01__________IGHD2-5*01__________IGHJ2-5*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV5-3*01__________NA__________IGHJ2-1*01	NA	NA	NA	36.0	73.0	39.0	9.0	52.0	1.0	122.0	127.0	150.0	191.0	74.0	118.0	210.0	56.0
IGHV5-3*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	5.0	4.0	NA	13.0	NA	NA	NA	9.0	2.0	3.0	12.0	70.0	98.0
IGHV5-3*01__________NA__________IGHJ2-4*01	NA	NA	NA	23.0	13.0	NA	1.0	15.0	1.0	47.0	25.0	63.0	1.0	19.0	17.0	21.0	NA
IGHV5-3*01__________NA__________IGHJ2-5*01	NA	NA	NA	1.0	3.0	1.0	NA	7.0	NA	48.0	17.0	18.0	2.0	51.0	13.0	4.0	2.0
IGHV5-4*01__________IGHD2-5*01__________IGHJ2-1*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA
IGHV5-4*01__________NA__________IGHJ2-1*01	NA	NA	NA	51.0	331.0	77.0	70.0	237.0	35.0	275.0	199.0	122.0	33.0	50.0	139.0	666.0	443.0
IGHV5-4*01__________NA__________IGHJ2-2*01	NA	NA	NA	NA	1.0	NA	NA	23.0	NA	14.0	1.0	3.0	NA	NA	3.0	4.0	1.0
IGHV5-4*01__________NA__________IGHJ2-3*01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
IGHV5-4*01__________NA__________IGHJ2-4*01	NA	NA	NA	9.0	64.0	20.0	7.0	121.0	7.0	19.0	61.0	49.0	20.0	3.0	23.0	27.0	44.0
IGHV5-4*01__________NA__________IGHJ2-5*01	NA	NA	NA	48.0	181.0	23.0	12.0	118.0	8.0	200.0	219.0	107.0	25.0	97.0	22.0	84.0	313.0
