	v	d	j	frequency
0	IGHV2-1*01	NA	IGHJ2-1*01	4790
1	IGHV1-3*01	NA	IGHJ2-1*01	3036
2	IGHV4-3*01	NA	IGHJ2-4*01	2287
3	IGHV1-3*01	NA	IGHJ2-5*01	1793
4	IGHV14-1*01	NA	IGHJ2-1*01	1494
5	IGHV4-6*01	NA	IGHJ2-2*01	1357
6	IGHV7-1*01	NA	IGHJ2-4*01	1298
7	IGHV4-8*01	NA	IGHJ2-5*01	1292
8	IGHV14-1*01	NA	IGHJ2-2*01	1188
9	IGHV14-1*01	NA	IGHJ2-4*01	1036
10	IGHV4-6*01	NA	IGHJ2-1*01	945
11	IGHV4-3*01	NA	IGHJ2-1*01	923
12	IGHV6-2*01	NA	IGHJ2-1*01	797
13	IGHV5-4*01	NA	IGHJ2-1*01	666
14	IGHV4-3*01	NA	IGHJ2-2*01	585
15	IGHV8-4*01	NA	IGHJ2-2*01	568
16	IGHV4-6*01	NA	IGHJ2-4*01	563
17	IGHV4-3*01	NA	IGHJ2-5*01	534
18	IGHV13-2*01	NA	IGHJ2-1*01	487
19	IGHV5-5*01	NA	IGHJ2-1*01	452
20	IGHV4-6*01	NA	IGHJ2-5*01	431
21	IGHV8-3*01	NA	IGHJ2-2*01	429
22	IGHV4-8*01	NA	IGHJ2-1*01	428
23	IGHV1-2*01	NA	IGHJ2-2*01	425
24	IGHV2-2*01	NA	IGHJ2-1*01	417
25	IGHV7-1*01	NA	IGHJ2-1*01	394
26	IGHV2-1*01	NA	IGHJ2-4*01	382
27	IGHV8-3*01	NA	IGHJ2-1*01	364
28	IGHV1-2*01	NA	IGHJ2-1*01	363
29	IGHV8-4*01	NA	IGHJ2-3*01	339
30	IGHV7-1*01	NA	IGHJ2-2*01	305
31	IGHV5-1*01	NA	IGHJ2-2*01	297
32	IGHV4-8*01	NA	IGHJ2-2*01	292
33	IGHV8-4*01	NA	IGHJ2-1*01	283
34	IGHV5-1*01	NA	IGHJ2-1*01	261
35	IGHV8-2*01	NA	IGHJ2-2*01	242
36	IGHV8-3*01	NA	IGHJ2-4*01	239
37	IGHV13-2*01	NA	IGHJ2-4*01	239
38	IGHV11-2*01	NA	IGHJ2-1*01	238
39	IGHV2-2*01	NA	IGHJ2-4*01	227
40	IGHV4-8*01	NA	IGHJ2-4*01	221
41	IGHV5-3*01	NA	IGHJ2-1*01	210
42	IGHV2-1*01	NA	IGHJ2-2*01	207
43	IGHV7-1*01	NA	IGHJ2-5*01	197
44	IGHV5-5*01	IGHD2-5*01	IGHJ2-4*01	192
45	IGHV4-1*01	NA	IGHJ2-4*01	187
46	IGHV14-1*01	NA	IGHJ2-5*01	187
47	IGHV1-2*01	NA	IGHJ2-4*01	179
48	IGHV5-1*01	NA	IGHJ2-4*01	178
49	IGHV4-1*01	NA	IGHJ2-1*01	177
50	IGHV1-5*01	NA	IGHJ2-1*01	176
51	IGHV13-2*01	NA	IGHJ2-2*01	176
52	IGHV8-2*01	NA	IGHJ2-1*01	174
53	IGHV2-1*01	NA	IGHJ2-5*01	170
54	IGHV8-4*01	NA	IGHJ2-4*01	169
55	IGHV1-3*01	NA	IGHJ2-2*01	163
56	IGHV2-2*01	NA	IGHJ2-2*01	156
57	IGHV13-2*01	NA	IGHJ2-5*01	152
58	IGHV1-5*01	NA	IGHJ2-2*01	145
59	IGHV5-5*01	NA	IGHJ2-5*01	145
60	IGHV5-1*01	NA	IGHJ2-5*01	141
61	IGHV9-2*01	NA	IGHJ2-1*01	139
62	IGHV14-1*01	NA	IGHJ2-3*01	132
63	IGHV5-2*01	NA	IGHJ2-2*01	131
64	IGHV1-3*01	NA	IGHJ2-4*01	122
65	IGHV5-8*01	NA	IGHJ2-1*01	120
66	IGHV7-1*01	NA	IGHJ2-3*01	118
67	IGHV9-2*01	NA	IGHJ2-5*01	116
68	IGHV5-2*01	NA	IGHJ2-1*01	113
69	IGHV4-1*01	NA	IGHJ2-2*01	113
70	IGHV11-2*01	NA	IGHJ2-2*01	102
71	IGHV4-6*01	IGHD2-4*01	IGHJ2-1*01	99
72	IGHV1-5*01	NA	IGHJ2-4*01	99
73	IGHV4-5*01	NA	IGHJ2-1*01	96
74	IGHV2-2*01	NA	IGHJ2-5*01	93
75	IGHV5-7*01	NA	IGHJ2-1*01	91
76	IGHV4-5*01	NA	IGHJ2-4*01	87
77	IGHV11-2*01	NA	IGHJ2-4*01	86
78	IGHV5-4*01	NA	IGHJ2-5*01	84
79	IGHV10-1*01	NA	IGHJ2-1*01	80
80	IGHV1-2*01	NA	IGHJ2-5*01	74
81	IGHV5-3*01	NA	IGHJ2-2*01	70
82	IGHV5-5*01	NA	IGHJ2-4*01	69
83	IGHV8-2*01	NA	IGHJ2-4*01	68
84	IGHV5-2*01	NA	IGHJ2-4*01	68
85	IGHV1-5*01	NA	IGHJ2-5*01	63
86	IGHV6-2*01	NA	IGHJ2-4*01	61
87	IGHV8-2*01	NA	IGHJ2-5*01	58
88	IGHV4-9*01	NA	IGHJ2-5*01	58
89	IGHV10-1*01	NA	IGHJ2-2*01	58
90	IGHV10-1*01	NA	IGHJ2-4*01	57
91	IGHV4-9*01	NA	IGHJ2-1*01	56
92	IGHV4-9*01	NA	IGHJ2-2*01	55
93	IGHV8-3*01	NA	IGHJ2-3*01	54
94	IGHV8-1*01	NA	IGHJ2-2*01	54
95	IGHV4-5*01	NA	IGHJ2-5*01	53
96	IGHV4-1*01	NA	IGHJ2-5*01	52
97	IGHV8-1*01	NA	IGHJ2-4*01	49
98	IGHV9-2*01	NA	IGHJ2-4*01	48
99	IGHV4-5*01	NA	IGHJ2-2*01	46
100	IGHV4-3*01	IGHD2-5*01	IGHJ2-4*01	44
101	IGHV3-2*01	NA	IGHJ2-1*01	43
102	IGHV5-2*01	NA	IGHJ2-5*01	42
103	IGHV8-4*01	NA	IGHJ2-5*01	41
104	IGHV8-3*01	NA	IGHJ2-5*01	40
105	IGHV5-7*01	NA	IGHJ2-4*01	39
106	IGHV4-2*01	NA	IGHJ2-1*01	37
107	IGHV4-1*01	NA	IGHJ2-3*01	36
108	IGHV1-2*01	NA	IGHJ2-3*01	35
109	IGHV5-8*01	NA	IGHJ2-5*01	35
110	IGHV4-9*01	NA	IGHJ2-4*01	34
111	IGHV6-2*01	NA	IGHJ2-2*01	32
112	IGHV6-2*01	NA	IGHJ2-5*01	32
113	IGHV11-2*01	NA	IGHJ2-5*01	32
114	IGHV1-5*01	NA	IGHJ2-3*01	31
115	IGHV1-3*01	NA	IGHJ2-3*01	31
116	IGHV8-1*01	NA	IGHJ2-1*01	30
117	IGHV4-8*01	NA	IGHJ2-3*01	29
118	IGHV5-7*01	NA	IGHJ2-2*01	29
119	IGHV4-2*01	NA	IGHJ2-4*01	29
120	IGHV4-3*01	NA	IGHJ2-3*01	28
121	IGHV5-4*01	NA	IGHJ2-4*01	27
122	IGHV10-1*01	NA	IGHJ2-5*01	24
123	IGHV5-5*01	NA	IGHJ2-2*01	23
124	IGHV11-1*01	NA	IGHJ2-1*01	22
125	IGHV4-3*01	IGHD2-5*01	IGHJ2-1*01	22
126	IGHV5-8*01	NA	IGHJ2-4*01	21
127	IGHV5-3*01	NA	IGHJ2-4*01	21
128	IGHV2-2*01	IGHD2-5*01	IGHJ2-1*01	20
129	IGHV8-2*01	IGHD2-5*01	IGHJ2-1*01	20
130	IGHV4-6*01	IGHD2-5*01	IGHJ2-1*01	19
131	IGHV4-8*01	IGHD2-5*01	IGHJ2-1*01	19
132	IGHV2-2*01	NA	IGHJ2-3*01	17
133	IGHV7-1*01	IGHD2-5*01	IGHJ2-1*01	17
134	IGHV4-2*01	NA	IGHJ2-2*01	16
135	IGHV14-1*01	IGHD2-4*01	IGHJ2-1*01	15
136	IGHV4-2*01	NA	IGHJ2-5*01	15
137	IGHV1-5*01	IGHD2-4*01	IGHJ2-1*01	15
138	IGHV9-4*01	NA	IGHJ2-2*01	14
139	IGHV1-4*01	NA	IGHJ2-1*01	14
140	IGHV8-1*01	NA	IGHJ2-3*01	12
141	IGHV2-1*01	IGHD2-5*01	IGHJ2-1*01	12
142	IGHV2-1*01	IGHD2-3*01	IGHJ2-4*01	11
143	IGHV13-2*01	IGHD2-5*01	IGHJ2-1*01	10
144	IGHV4-3*01	IGHD2-5*01	IGHJ2-2*01	9
145	IGHV2-1*01	IGHD2-2*01	IGHJ2-1*01	9
146	IGHV1-4*01	NA	IGHJ2-4*01	9
147	IGHV5-7*01	NA	IGHJ2-5*01	9
148	IGHV1-4*01	NA	IGHJ2-2*01	9
149	IGHV1-3*01	IGHD2-5*01	IGHJ2-1*01	8
150	IGHV4-6*01	IGHD2-5*01	IGHJ2-4*01	8
151	IGHV4-5*01	NA	IGHJ2-3*01	8
152	IGHV7-1*01	IGHD2-5*01	IGHJ2-2*01	8
153	IGHV14-1*01	IGHD2-5*01	IGHJ2-1*01	8
154	IGHV5-7*01	IGHD2-4*01	IGHJ2-1*01	7
155	IGHV6-2*01	IGHD2-5*01	IGHJ2-1*01	6
156	IGHV6-1*01	NA	IGHJ2-1*01	6
157	IGHV6-1*01	NA	IGHJ2-4*01	6
158	IGHV11-2*01	IGHD2-5*01	IGHJ2-1*01	6
159	IGHV2-1*01	IGHD2-5*01	IGHJ2-4*01	6
160	IGHV8-2*01	IGHD2-2*01	IGHJ2-2*01	6
161	IGHV1-5*01	IGHD2-5*01	IGHJ2-1*01	5
162	IGHV14-1*01	IGHD2-5*01	IGHJ2-4*01	5
163	IGHV5-2*01	NA	IGHJ2-3*01	5
164	IGHV1-2*01	IGHD2-5*01	IGHJ2-4*01	5
165	IGHV8-3*01	IGHD2-5*01	IGHJ2-2*01	5
166	IGHV11-1*01	NA	IGHJ2-4*01	5
167	IGHV4-6*01	IGHD2-5*01	IGHJ2-5*01	5
168	IGHV5-4*01	NA	IGHJ2-2*01	4
169	IGHV5-3*01	NA	IGHJ2-5*01	4
170	IGHV7-1*01	IGHD2-5*01	IGHJ2-3*01	4
171	IGHV9-2*01	NA	IGHJ2-2*01	4
172	IGHV13-2*01	IGHD2-5*01	IGHJ2-4*01	4
173	IGHV6-1*01	NA	IGHJ2-2*01	4
174	IGHV7-1*01	IGHD2-5*01	IGHJ2-4*01	4
175	IGHV8-4*01	IGHD2-5*01	IGHJ2-1*01	3
176	IGHV5-5*01	IGHD2-5*01	IGHJ2-1*01	3
177	IGHV6-1*01	NA	IGHJ2-5*01	3
178	IGHV13-2*01	NA	IGHJ2-3*01	3
179	IGHV5-8*01	NA	IGHJ2-2*01	3
180	IGHV4-1*01	IGHD2-5*01	IGHJ2-1*01	3
181	IGHV4-8*01	IGHD2-5*01	IGHJ2-4*01	3
182	IGHV10-1*01	IGHD2-5*01	IGHJ2-1*01	3
183	IGHV9-4*01	NA	IGHJ2-4*01	3
184	IGHV6-2*01	IGHD2-5*01	IGHJ2-4*01	3
185	IGHV2-1*01	NA	IGHJ2-3*01	3
186	IGHV3-2*01	NA	IGHJ2-4*01	3
187	IGHV1-4*01	NA	IGHJ2-5*01	3
188	IGHV5-2*01	IGHD2-4*01	IGHJ2-1*01	3
189	IGHV1-3*01	IGHD2-3*01	IGHJ2-2*01	3
190	IGHV5-5*01	IGHD2-4*01	IGHJ2-1*01	2
191	IGHV14-1*01	NA	IGHJ1-1*01	2
192	IGHV8-2*01	NA	IGHJ2-3*01	2
193	IGHV8-4*01	IGHD2-5*01	IGHJ2-4*01	2
194	IGHV14-1*01	IGHD2-5*01	IGHJ2-3*01	2
195	IGHV10-1*01	IGHD2-4*01	IGHJ2-1*01	2
196	IGHV4-7*01	NA	IGHJ2-1*01	2
197	IGHV5-8*01	IGHD2-5*01	IGHJ2-1*01	2
198	IGHV4-6*01	NA	IGHJ2-3*01	2
199	IGHV4-3*01	IGHD2-4*01	IGHJ2-5*01	2
200	IGHV7-1*01	IGHD2-2*01	IGHJ2-2*01	2
201	IGHV1-2*01	IGHD2-5*01	IGHJ2-1*01	2
202	IGHV1-5*01	IGHD2-5*01	IGHJ2-5*01	2
203	IGHV8-1*01	NA	IGHJ2-5*01	2
204	IGHV3-2*01	NA	IGHJ2-5*01	2
205	IGHV4-3*01	IGHD2-4*01	IGHJ2-1*01	2
206	IGHV1-2*01	IGHD2-4*01	IGHJ2-1*01	2
207	IGHV1-3*01	IGHD2-5*01	IGHJ2-4*01	2
208	IGHV4-1*01	IGHD2-4*01	IGHJ2-1*01	2
209	IGHV1-3*01	IGHD2-5*01	IGHJ2-2*01	2
210	IGHV4-8*01	IGHD2-5*01	IGHJ2-5*01	2
211	IGHV11-2*01	NA	IGHJ1-1*01	2
212	IGHV11-1*01	NA	IGHJ2-2*01	2
213	IGHV5-7*01	NA	IGHJ2-3*01	2
214	IGHV5-1*01	NA	IGHJ2-3*01	1
215	IGHV9-1*01	NA	IGHJ2-1*01	1
216	IGHV14-1*01	IGHD2-5*01	IGHJ2-5*01	1
217	IGHV9-4*01	NA	IGHJ2-1*01	1
218	IGHV13-2*01	IGHD2-4*01	IGHJ2-1*01	1
219	IGHV5-1*01	IGHD2-5*01	IGHJ2-4*01	1
220	IGHV2-3*01	NA	IGHJ2-3*01	1
221	IGHV14-1*01	IGHD2-5*01	IGHJ2-2*01	1
222	IGHV2-2*01	IGHD1-2*01	IGHJ2-5*01	1
223	IGHV4-8*01	IGHD2-5*01	IGHJ2-3*01	1
224	IGHV3-2*01	IGHD2-5*01	IGHJ2-4*01	1
225	IGHV1-5*01	IGHD2-5*01	IGHJ2-3*01	1
226	IGHV4-3*01	NA	IGHJ1-1*01	1
227	IGHV2-3*01	NA	IGHJ2-4*01	1
228	IGHV5-1*01	IGHD2-5*01	IGHJ2-5*01	1
229	IGHV8-4*01	IGHD2-5*01	IGHJ2-3*01	1
230	IGHV5-7*01	IGHD2-5*01	IGHJ2-4*01	1
231	IGHV13-2*01	IGHD2-5*01	IGHJ2-2*01	1
232	IGHV9-2*01	IGHD2-4*01	IGHJ2-1*01	1
233	IGHV1-5*01	IGHD2-2*01	IGHJ2-5*01	1
234	IGHV4-9*01	IGHD2-5*01	IGHJ2-4*01	1
235	IGHV6-2*01	IGHD2-4*01	IGHJ2-1*01	1
236	IGHV3-2*01	NA	IGHJ2-2*01	1
237	IGHV2-2*01	IGHD2-4*01	IGHJ2-2*01	1
238	IGHV4-5*01	IGHD2-5*01	IGHJ2-4*01	1
239	IGHV9-2*01	IGHD2-5*01	IGHJ2-5*01	1
240	IGHV1-2*01	IGHD2-5*01	IGHJ2-5*01	1
241	IGHV1-3*01	IGHD2-2*01	IGHJ2-2*01	1
242	IGHV4-7*01	NA	IGHJ2-2*01	1
243	IGHV5-1*01	IGHD2-1*01	IGHJ2-1*01	1
244	IGHV4-2*01	IGHD2-5*01	IGHJ2-4*01	1
245	IGHV2-2*01	IGHD2-4*01	IGHJ2-1*01	1
246	IGHV1-3*01	IGHD2-5*01	IGHJ2-3*01	1
247	IGHV2-2*01	IGHD2-5*01	IGHJ2-4*01	1
248	IGHV11-2*01	IGHD2-4*01	IGHJ2-2*01	1
249	IGHV13-2*01	IGHD2-5*01	IGHJ2-5*01	1
250	IGHV7-1*01	IGHD2-5*01	IGHJ2-5*01	1
251	IGHV1-3*01	IGHD2-4*01	IGHJ2-1*01	1
252	IGHV2-1*01	IGHD2-1*01	IGHJ2-1*01	1
253	IGHV8-3*01	IGHD2-5*01	IGHJ2-4*01	1
254	IGHV1-5*01	IGHD2-3*01	IGHJ2-1*01	1
255	IGHV4-8*01	IGHD2-4*01	IGHJ2-4*01	1
256	IGHV9-4*01	NA	IGHJ2-5*01	1
257	IGHV5-1*01	IGHD2-5*01	IGHJ2-1*01	1
258	IGHV2-2*01	NA	IGHJ1-1*01	1
259	IGHV1-4*01	NA	IGHJ2-3*01	1
260	IGHV4-9*01	IGHD2-5*01	IGHJ2-1*01	1
261	IGHV14-1*01	IGHD1-2*01	IGHJ2-4*01	1
262	IGHV5-2*01	IGHD2-5*01	IGHJ2-1*01	1
